Temperature,Specific_heat
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0001824074137358018
0.7,0.0016723356110438738
0.7999999999999999,0.004179861111980346
0.8999999999999999,0.010844958846461139
0.9999999999999999,0.024359888898001784
1.0999999999999999,0.04454432965638553
1.2,0.07187065971946274
1.3,0.12111306706300148
1.4,0.13768701814537415
1.5,0.1749081975258427
1.55,0.26037229737638395
1.5745762711864406,0.22583410386638308
1.5991525423728814,0.3135355084810165
1.623728813559322,0.308553560609725
1.6483050847457628,0.28233953209304047
1.6728813559322033,0.2966757677548919
1.6974576271186441,0.35647094364147414
1.7220338983050847,0.3144599898877483
1.7466101694915255,0.3689136352075513
1.771186440677966,0.4611835473467144
1.7957627118644068,0.48501357976671094
1.8203389830508474,0.5062659199936834
1.8449152542372882,0.4508051406423856
1.8694915254237288,0.4465927046014528
1.8940677966101696,0.5282609413847559
1.9186440677966101,0.5739473020084581
1.943220338983051,0.5648481863623148
1.9677966101694915,0.7475134120627251
1.9923728813559323,0.686926390058205
2.016949152542373,0.7296099687809776
2.0415254237288134,0.8100180164200542
2.066101694915254,0.8354819948634151
2.090677966101695,0.8538448914100214
2.1152542372881356,0.8748269972681502
2.139830508474576,1.0959047472473638
2.164406779661017,1.1975501953345782
2.1889830508474577,1.4448113187852678
2.2135593220338983,1.6740990542928773
2.238135593220339,1.7306952018179305
2.2627118644067794,2.51644656912951
2.2872881355932204,2.767412996371608
2.311864406779661,1.7764318679357045
2.3364406779661016,1.394585048830501
2.3610169491525426,1.2602364633179717
2.385593220338983,1.0811145956095631
2.4101694915254237,1.0956330149755693
2.4347457627118643,0.9320353246984451
2.459322033898305,0.8540601823061114
2.483898305084746,0.8074202900212208
2.5084745762711864,0.8532427918681184
2.533050847457627,0.755371527302914
2.557627118644068,0.811084977964795
2.582203389830508,0.7232507929577808
2.606779661016949,0.6789578175964106
2.6313559322033897,0.6395327052698128
2.6559322033898303,0.6889331407207703
2.6805084745762713,0.6315963709233463
2.705084745762712,0.5443185464171405
2.7296610169491524,0.5210544887450664
2.7542372881355934,0.4803766597806282
2.7788135593220336,0.44663636954923097
2.8033898305084746,0.6467882473416642
2.827966101694915,0.41381188511539624
2.8525423728813557,0.4713722984312303
2.8771186440677967,0.4702766101777229
2.9016949152542373,0.44070990861651155
2.926271186440678,0.38592417940777307
2.950847457627119,0.42127662968691115
2.975423728813559,0.4596933926818432
3.0,0.42251473765429337
3.1,0.3630422476588851
3.2,0.3490913519965236
3.3000000000000003,0.3101182302825723
3.4,0.30387784505947946
3.5,0.21199190702948237
3.6,0.2276981824416372
3.7,0.22069637204766293
3.8,0.20651178054781572
3.9,0.18071133757026567
4.0,0.19302349999996496
4.1,0.1758265566131041
4.2,0.15940094324764245
4.3,0.1543638828796436
4.4,0.1532584925964038
4.5,0.12252696707819183
4.6,0.1127862633900432
4.7,0.11306297344199034
4.8,0.08924160397374956
4.9,0.09843124508307097
5.0,0.10062922222223133
5.1,0.09105762313638661
5.199999999999999,0.10198748767257544
5.3,0.07770396345082452
5.4,0.09134268785246187
5.5,0.08863613498623801
5.6,0.07220289027070381
5.699999999999999,0.07255004873294449
5.8,0.06525809139252212
5.9,0.0739327771394001
6.0,0.07124733873457578
